cnt_60_above,n,rev5_drop3,rev10_drop5,down20_ge10,avg_ret20
265,7,0.7142857142857143,0.2857142857142857,0.42857142857142855,0.022317495880835963
266,8,0.75,0.625,0.5,0.011629220668139317
267,6,0.6666666666666666,0.6666666666666666,0.6666666666666666,-0.05826371672492444
268,5,0.4,0.4,0.6,0.04680151534932173
269,6,0.3333333333333333,0.5,0.6666666666666666,0.023115924734456044
270,5,0.4,0.4,0.6,0.016747802567805593
271,5,0.6,0.8,0.8,-0.06278005927902257
272,5,0.4,0.6,0.6,0.07136013468358511
273,5,0.6,0.8,0.4,0.09607079555048195
274,4,0.75,0.75,0.5,-0.05910234950493545
275,5,0.6,0.4,0.4,0.08357716818733871
276,5,0.8,0.6,0.4,0.10003580915347843
277,4,0.75,0.5,0.5,0.11801380798795447
278,4,0.75,0.5,0.5,0.19076203365707398
279,3,1.0,0.6666666666666666,0.6666666666666666,0.19294850811171185
280,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.2276637470178786
281,3,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.38285299983389937
282,2,0.5,0.5,0.0,0.09899303347080912
283,1,1.0,1.0,1.0,-0.008547008547008517
284,2,0.5,0.5,0.5,-0.04159340003855272
285,2,1.0,1.0,1.0,-0.07143069147064146
286,3,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.22498466266109815
287,2,0.5,0.5,0.5,0.35676666479794106
288,2,0.5,0.5,0.5,0.3620971720524474
289,3,1.0,0.3333333333333333,0.6666666666666666,0.14654969167714652
290,1,1.0,1.0,1.0,0.09090909090909083
292,1,0.0,0.0,1.0,-0.056444025873791825
293,2,1.0,1.0,1.0,0.056069426314842574
294,1,1.0,1.0,1.0,-0.02984370649472068
295,1,0.0,0.0,1.0,-0.08798540570433322
296,1,0.0,0.0,1.0,-0.2597053849224019
297,2,0.5,0.5,1.0,-0.2067545966674592
298,2,1.0,1.0,1.0,-0.27589899725404515
299,1,1.0,1.0,1.0,-0.44257058762464196
300,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,-0.1042923574166551
301,3,1.0,1.0,0.6666666666666666,-0.13855784634419374
302,1,1.0,1.0,1.0,-0.3132355425214167
303,1,1.0,1.0,1.0,-0.3707567925982834
304,1,1.0,1.0,1.0,-0.3566596838624906
305,1,1.0,1.0,1.0,-0.4758720413360731
306,1,1.0,1.0,1.0,-0.5148928561040118
307,1,1.0,1.0,1.0,-0.47576365497998496
308,2,1.0,1.0,1.0,-0.0805823571802432
309,2,1.0,1.0,0.5,-0.06644886820663809
